ID,Description,GeneRatio,BgRatio,pvalue,p.adjust,qvalue,geneID,Count
GO:0050790,regulation of catalytic activity,11/143,73/10114,5.157358199083393e-9,7.426595806680086e-7,5.700238009513224e-7,MGG_01258/MGG_01472/MGG_01695/MGG_03064/MGG_03275/MGG_04954/MGG_05318/MGG_06504/MGG_09531/MGG_11784/MGG_12644,11
GO:0005085,guanyl-nucleotide exchange factor activity,6/143,25/10114,1.0207251059231767e-6,7.349220762646872e-5,5.6408492695754494e-5,MGG_01695/MGG_03064/MGG_03275/MGG_05318/MGG_11784/MGG_12644,6
GO:0005096,GTPase activator activity,4/143,25/10114,3.8472827385062645e-4,0.013595231624181614,0.010434936553648166,MGG_01472/MGG_04954/MGG_09531/MGG_11425,4
GO:0004672,protein kinase activity,8/143,131/10114,5.258241048916511e-4,0.013595231624181614,0.010434936553648166,MGG_00760/MGG_00800/MGG_01279/MGG_05220/MGG_06393/MGG_07003/MGG_12821/MGG_14773,8
GO:0006914,autophagy,4/143,28/10114,6.025644817436311e-4,0.013595231624181614,0.010434936553648166,MGG_06393/MGG_12141/MGG_12832/MGG_17909,4
GO:0006468,protein phosphorylation,8/143,135/10114,6.421973741446628e-4,0.013595231624181614,0.010434936553648166,MGG_00760/MGG_00800/MGG_01279/MGG_05220/MGG_06393/MGG_07003/MGG_12821/MGG_14773,8
GO:0004674,protein serine/threonine kinase activity,7/143,104/10114,6.608793150643839e-4,0.013595231624181614,0.010434936553648166,MGG_00760/MGG_00800/MGG_01279/MGG_05220/MGG_06393/MGG_12821/MGG_14773,7
GO:0005622,intracellular anatomical structure,15/143,424/10114,9.494688865494048e-4,0.017090439957889288,0.013117662248379935,MGG_01209/MGG_01586/MGG_01695/MGG_03064/MGG_03164/MGG_03451/MGG_04878/MGG_05133/MGG_05238/MGG_05332/MGG_06883/MGG_09531/MGG_11425/MGG_11784/MGG_12644,15
GO:0005198,structural molecule activity,3/143,17/10114,0.0016274302327376406,0.02603888372380225,0.0199859853143219,MGG_03511/MGG_06504/MGG_11425,3
GO:0015031,protein transport,8/143,167/10114,0.002515944485289547,0.03384869306199021,0.025980356516878442,MGG_00915/MGG_01081/MGG_03511/MGG_03644/MGG_06334/MGG_06393/MGG_12141/MGG_17909,8
GO:0005874,microtubule,4/143,41/10114,0.002585664053346474,0.03384869306199021,0.025980356516878442,MGG_01757/MGG_02425/MGG_02875/MGG_04185,4
GO:0016301,kinase activity,9/143,216/10114,0.0035252696181170824,0.04230323541740499,0.03246958858792049,MGG_00760/MGG_00800/MGG_01279/MGG_05220/MGG_06039/MGG_06393/MGG_07003/MGG_12821/MGG_14773,9
