ID,Description,GeneRatio,BgRatio,pvalue,p.adjust,qvalue,geneID,Count
GO:0016301,kinase activity,17/183,216/10114,3.525129840168265e-7,6.274731115499512e-5,4.935181776235572e-5,MGG_00345/MGG_00760/MGG_00883/MGG_01196/MGG_01795/MGG_02757/MGG_02759/MGG_03007/MGG_03937/MGG_05199/MGG_06039/MGG_06393/MGG_06572/MGG_06599/MGG_07151/MGG_12862/MGG_14329,17
GO:0016310,phosphorylation,17/183,230/10114,8.560830434921169e-7,7.61913908707984e-5,5.9925813044448186e-5,MGG_00345/MGG_00760/MGG_00883/MGG_01196/MGG_01795/MGG_02757/MGG_02759/MGG_03007/MGG_03937/MGG_05199/MGG_06039/MGG_06393/MGG_06572/MGG_06599/MGG_07151/MGG_12862/MGG_14329,17
GO:0004674,protein serine/threonine kinase activity,11/183,104/10114,2.606267521048854e-6,1.5463853958223202e-4,1.2162581764894654e-4,MGG_00345/MGG_00760/MGG_00883/MGG_01196/MGG_01795/MGG_02757/MGG_02759/MGG_03937/MGG_06393/MGG_06599/MGG_14329,11
GO:0050790,regulation of catalytic activity,9/183,73/10114,6.118079858317568e-6,2.722545536951318e-4,2.1413279504111488e-4,MGG_00928/MGG_01695/MGG_03275/MGG_04377/MGG_05151/MGG_06390/MGG_06476/MGG_09303/MGG_12644,9
GO:0007165,signal transduction,9/183,78/10114,1.063387775320926e-5,3.7856604801424963e-4,2.9774857708985927e-4,MGG_00345/MGG_02444/MGG_04377/MGG_05199/MGG_05332/MGG_06390/MGG_07517/MGG_09303/MGG_09947,9
GO:0008047,enzyme activator activity,4/183,11/10114,3.099228666740554e-5,8.181242852049634e-4,6.434685389252522e-4,MGG_04377/MGG_06390/MGG_06924/MGG_09303,4
GO:0006468,protein phosphorylation,11/183,135/10114,3.217342694626261e-5,8.181242852049634e-4,6.434685389252522e-4,MGG_00345/MGG_00760/MGG_00883/MGG_01196/MGG_01795/MGG_02757/MGG_02759/MGG_03937/MGG_06393/MGG_06599/MGG_14329,11
GO:0005085,guanyl-nucleotide exchange factor activity,5/183,25/10114,7.269675012060044e-5,0.0016175026901833597,0.0012721931271105077,MGG_00928/MGG_01695/MGG_03275/MGG_06476/MGG_12644,5
GO:0004672,protein kinase activity,10/183,131/10114,1.2792180195438525e-4,0.0025300089719867305,0.001989894697068215,MGG_00345/MGG_00760/MGG_00883/MGG_01196/MGG_01795/MGG_02757/MGG_02759/MGG_06393/MGG_06599/MGG_14329,10
GO:0016772,"transferase activity, transferring phosphorus-containing groups",11/183,173/10114,2.9858590471016115e-4,0.005314829103840868,0.004180202665942256,MGG_00345/MGG_00760/MGG_00883/MGG_01196/MGG_01795/MGG_02757/MGG_02759/MGG_03007/MGG_06599/MGG_12862/MGG_14329,11
GO:0005509,calcium ion binding,6/183,55/10114,4.489503739470719e-4,0.007264833323870801,0.005713913850235461,MGG_02444/MGG_03714/MGG_03937/MGG_07037/MGG_09471/MGG_12886,6
GO:0008289,lipid binding,4/183,22/10114,5.878142206150943e-4,0.008718815478783379,0.006857495320391423,MGG_09947/MGG_09949/MGG_12832/MGG_17877,4
GO:0032153,cell division site,3/183,10/10114,6.367674226077749e-4,0.008718815478783379,0.006857495320391423,MGG_02757/MGG_06361/MGG_06924,3
GO:0016042,lipid catabolic process,4/183,27/10114,0.0013141974580669876,0.016709081966851697,0.013141974580669877,MGG_00960/MGG_02444/MGG_05332/MGG_05933,4
GO:0046854,phosphatidylinositol phosphate biosynthetic process,3/183,14/10114,0.0018311214155838505,0.02172930746492836,0.01709046654544927,MGG_06572/MGG_07151/MGG_12862,3
