ID,Description,GeneRatio,BgRatio,pvalue,p.adjust,qvalue,geneID,Count
GO:0016301,kinase activity,15/124,216/10114,5.5093747180299134e-8,8.319155824225169e-6,6.553256243551371e-6,MGG_00345/MGG_00481/MGG_01196/MGG_01795/MGG_02757/MGG_03007/MGG_05199/MGG_05220/MGG_06393/MGG_06413/MGG_06572/MGG_06599/MGG_07151/MGG_12821/MGG_16277,15
GO:0016310,phosphorylation,15/124,230/10114,1.2624184286031147e-7,9.531259135953515e-6,7.50806749642905e-6,MGG_00345/MGG_00481/MGG_01196/MGG_01795/MGG_02757/MGG_03007/MGG_05199/MGG_05220/MGG_06393/MGG_06413/MGG_06572/MGG_06599/MGG_07151/MGG_12821/MGG_16277,15
GO:0004674,protein serine/threonine kinase activity,10/124,104/10114,5.259044097000122e-7,2.6470521954900615e-5,2.0851648524947853e-5,MGG_00345/MGG_01196/MGG_01795/MGG_02757/MGG_05220/MGG_06393/MGG_06413/MGG_06599/MGG_12821/MGG_16277,10
GO:0004672,protein kinase activity,10/124,131/10114,4.39983410290933e-6,1.6609373738482719e-4,1.308371720075669e-4,MGG_00345/MGG_01196/MGG_01795/MGG_02757/MGG_05220/MGG_06393/MGG_06413/MGG_06599/MGG_12821/MGG_16277,10
GO:0006468,protein phosphorylation,10/124,135/10114,5.765094040724596e-6,1.7410584002988279e-4,1.371485529688167e-4,MGG_00345/MGG_01196/MGG_01795/MGG_02757/MGG_05220/MGG_06393/MGG_06413/MGG_06599/MGG_12821/MGG_16277,10
GO:0016772,"transferase activity, transferring phosphorus-containing groups",11/124,173/10114,8.475697195141078e-6,2.1330504607771714e-4,1.680269794826214e-4,MGG_00345/MGG_01196/MGG_01795/MGG_02757/MGG_03007/MGG_04987/MGG_05220/MGG_06413/MGG_06599/MGG_09371/MGG_16277,11
GO:0005768,endosome,5/124,26/10114,1.3672144346857403e-5,2.949276851964954e-4,2.3232365581877994e-4,MGG_01331/MGG_03139/MGG_07151/MGG_12832/MGG_12839,5
GO:0010008,endosome membrane,4/124,21/10114,1.0960837460777436e-4,0.002068858070721741,0.0016297034645629612,MGG_01331/MGG_03139/MGG_12832/MGG_12839,4
GO:0030036,actin cytoskeleton organization,3/124,10/10114,2.027041008409378e-4,0.0030608319226981605,0.0024111119363185232,MGG_01047/MGG_02949/MGG_05315,3
GO:0032153,cell division site,3/124,10/10114,2.027041008409378e-4,0.0030608319226981605,0.0024111119363185232,MGG_02757/MGG_02949/MGG_06924,3
GO:0006914,autophagy,4/124,28/10114,3.509044728251691e-4,0.004816961399690957,0.0037944694190664217,MGG_03139/MGG_06393/MGG_12141/MGG_12832,4
GO:0005509,calcium ion binding,5/124,55/10114,5.444134521840094e-4,0.006850535939982119,0.005396378955859041,MGG_02444/MGG_03714/MGG_09471/MGG_12839/MGG_12886,5
GO:0006897,endocytosis,3/124,19/10114,0.0015099843245455387,0.017539048692798178,0.013816050904748653,MGG_02949/MGG_05315/MGG_12839,3
GO:0050790,regulation of catalytic activity,5/124,73/10114,0.0019729231680179304,0.02127938559790768,0.016762429923761365,MGG_01258/MGG_01695/MGG_06476/MGG_06905/MGG_12130,5
GO:0035091,phosphatidylinositol binding,3/124,22/10114,0.002336309236780402,0.023518846316922713,0.018526522368855117,MGG_00960/MGG_01047/MGG_12832,3
GO:0005085,guanyl-nucleotide exchange factor activity,3/124,25/10114,0.0033971747185936874,0.032060836406727924,0.025255312052703073,MGG_01695/MGG_06476/MGG_06905,3
GO:0106310,protein serine kinase activity,3/124,26/10114,0.0038062259791591456,0.03326172306869079,0.02620128760377873,MGG_01795/MGG_06393/MGG_12821,3
GO:0005856,cytoskeleton,4/124,53/10114,0.003964973610837312,0.03326172306869079,0.02620128760377873,MGG_04185/MGG_04472/MGG_07611/MGG_12839,4
GO:0034045,phagophore assembly site membrane,2/124,10/10114,0.006291747633182236,0.04750269463052588,0.037419341186820665,MGG_03139/MGG_06393,2
GO:0046907,intracellular transport,2/124,10/10114,0.006291747633182236,0.04750269463052588,0.037419341186820665,MGG_07338/MGG_12141,2
